FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD0276,Laamu,Uthuruvinagan'du,N,އުތުރުވިނަގަނޑު,"73° 16' 41.939"" E","1° 49' 3.119"" N",1.493596,Uninhabited Island, ,Varuva,MoFMRA
LD0053,Laamu,Kudamaabulhali,N,ކުޑަމާބުޅަލި,"73° 15' 9.898"" E","1° 50' 49.988"" N",0.460417,Uninhabited Island, , ,MoFMRA
LD1666,Laamu, ,N, ,"73° 27' 17.064"" E","1° 49' 41.407"" N",0.111419,Uninhabited Island, , , 
LD1667,Laamu, ,N, ,"73° 17' 0.403"" E","1° 49' 20.163"" N",0.314631,Uninhabited Island, , , 
LD1668,Laamu, ,N, ,"73° 18' 48.692"" E","1° 48' 20.677"" N",0.333724,Uninhabited Island, , , 
LD1669,Laamu, ,N, ,"73° 32' 7.174"" E","2° 3' 18.420"" N",0.206531,Uninhabited Island, , , 
LD1670,Laamu, ,N, ,"73° 29' 0.085"" E","1° 49' 26.483"" N",0.166132,Uninhabited Island, , , 
LD1671,Laamu, ,N, ,"73° 24' 52.614"" E","1° 49' 22.988"" N",0.082789,Uninhabited Island, , , 
LD1672,Laamu, ,N, ,"73° 22' 10.813"" E","1° 47' 40.941"" N",0.087353,Uninhabited Island, , , 
LD0988,Laamu,Fares,N,ފަރެސް,"73° 18' 2.661"" E","1° 47' 57.028"" N",12.198334,Tourism Island,Tourism,Resort,MoT
LD1160,Laamu,Bodufinolhu,N,ބޮޑުފިނޮޅު,"73° 32' 25.252"" E","1° 56' 43.632"" N",6.349199,Tourism Island,Tourism,Resort,MoT
LD0703,Laamu,Mahakanfushi,N,މަހަކަންފުށި,"73° 32' 26.576"" E","1° 57' 31.722"" N",7.15385,Tourism Island,Tourism, ,MoT
LD0955,Laamu,Medhuvinagan'du,N,މެދުވިނަގަނޑު,"73° 16' 41.435"" E","1° 48' 59.269"" N",1.13887,Uninhabited Island, , ,Atoll Council
LD0015,Lhaviyani,Lhohi,N,ޅޮހި,"73° 28' 22.205"" E","5° 19' 17.664"" N",10.719078,Industrial Island,Agriculture, ,MoFMRA
LD0020,Lhaviyani,Naifaru,Y,ނައިފަރު,"73° 21' 55.091"" E","5° 26' 41.434"" N",58.292494,Residential Island, , , 
LD0046,Lhaviyani,Felivaru,N,ފެލިވަރު,"73° 23' 10.422"" E","5° 28' 37.169"" N",46.705251,Industrial Island,Fisheries,Fish Processing,MoFMRA
LD0116,Lhaviyani,Kalhumanjehuraa,N,ކަޅުމަންޖެހުރާ,"73° 28' 58.712"" E","5° 33' 13.166"" N",0.75553,Uninhabited Island, , ,MoFMRA
LD0119,Lhaviyani,Fehigili,N,ފެހިގިލި,"73° 28' 52.835"" E","5° 33' 26.464"" N",0.676979,Uninhabited Island, , ,Atoll Council
LD0124,Lhaviyani,Vavvaru,N,ވައްވަރު,"73° 21' 15.839"" E","5° 25' 2.441"" N",3.088752,Uninhabited Island, , ,MoECCT
LD0183,Lhaviyani,Maakoa,N,މާކޯ,"73° 25' 49.222"" E","5° 21' 26.872"" N",24.591665,Uninhabited Island,National Security, ,MoD
LD0187,Lhaviyani,Maabinhuraa,N,މާބިންހުރާ,"73° 39' 4.613"" E","5° 20' 13.752"" N",40.172489,Tourism Island,Tourism,Resort,MoT
LD0211,Lhaviyani,Maduvvari,N,މަޑުއްވަރި,"73° 30' 8.190"" E","5° 17' 5.743"" N",24.04919,Uninhabited Island, , ,MoFMRA
LD0234,Lhaviyani,Dheruffinolhu,N,ދެރުއްފިނޮޅު,"73° 38' 50.765"" E","5° 19' 27.957"" N",5.734422,Tourism Island,Tourism,Resort,MoT
LD0262,Lhaviyani,Meedhaahuraa,N,މީދާހުރާ,"73° 24' 27.870"" E","5° 22' 9.578"" N",2.384277,Uninhabited Island,National Security, ,MoD
LD0307,Lhaviyani,Hudhufushi,N,ހުދުފުށި,"73° 39' 13.267"" E","5° 21' 43.689"" N",64.412519,Tourism Island,Tourism,Resort,MoT
LD0310,Lhaviyani,Kurehdhoo,N,ކުރެއްދޫ,"73° 27' 51.218"" E","5° 32' 58.089"" N",43.230988,Tourism Island,Tourism,Resort,MoT
LD0330,Lhaviyani,Medhafushi,N,މެދަފުށި,"73° 25' 36.862"" E","5° 21' 20.101"" N",1.613066,Uninhabited Island,National Security, ,MoD
LD0333,Lhaviyani,Kanuhuraa,N,ކަނުހުރާ,"73° 30' 21.589"" E","5° 31' 57.803"" N",18.707484,Tourism Island,Tourism,Resort,MoT
LD0340,Lhaviyani,Hinnavaru,N,ހިންނަވަރު,"73° 24' 41.126"" E","5° 29' 32.938"" N",54.066987,Residential Island, , , 
LD0354,Lhaviyani,Madivaru,N,މަޑިވަރު,"73° 22' 12.942"" E","5° 27' 31.521"" N",36.361705,Uninhabited Island, , ,MoD
LD0361,Lhaviyani,Veyvah,N,ވޭވަށް,"73° 21' 40.286"" E","5° 25' 30.761"" N",2.910564,Tourism Island,Tourism, ,MoT
LD0394,Lhaviyani,Bodufinolhu,N,ބޮޑުފިނޮޅު,"73° 34' 16.751"" E","5° 16' 14.256"" N",3.4637,Tourism Island,Tourism,Resort,MoT
LD0464,Lhaviyani,Vihafarufinolhu,N,ވިހަފަރުފިނޮޅު,"73° 34' 55.358"" E","5° 27' 20.922"" N",0.279296,Uninhabited Island, , , 
LD0469,Lhaviyani,Meyyafushi,N,މެއްޔަފުށި,"73° 36' 27.785"" E","5° 26' 30.634"" N",7.33954,Uninhabited Island, , ,MoFMRA
LD0490,Lhaviyani,Maafilaafushi,N,މާފިލާފުށި,"73° 25' 2.208"" E","5° 21' 46.167"" N",57.20191,Uninhabited Island,National Security, ,MoD
LD0510,Lhaviyani,Kurendhoo,N,ކުރެންދޫ,"73° 27' 48.474"" E","5° 20' 2.513"" N",22.788812,Residential Island, , , 
LD0517,Lhaviyani,Olhuvelifushi,N,އޮޅުވެލިފުށި,"73° 36' 24.539"" E","5° 16' 42.466"" N",28.801563,Residential Island, , , 
LD0678,Lhaviyani,Maidhoo,N,މައިދޫ,"73° 38' 54.800"" E","5° 23' 50.967"" N",20.986256,Uninhabited Island, , ,MoNPHI
LD0666,Lhaviyani,Faadhoo,N,ފާދޫ,"73° 37' 47.735"" E","5° 25' 53.752"" N",12.304573,Industrial Island, , ,MoFMRA
LD0714,Lhaviyani,Dhehuraa Evvihuraa,N,ދެހުރާއެއްވިހުރާ,"73° 29' 22.003"" E","5° 33' 16.884"" N",0.87792,Uninhabited Island, , , 
LD0730,Lhaviyani,Varihuraa,N,ވަރިހުރާ,"73° 29' 17.456"" E","5° 18' 12.721"" N",1.844888,Uninhabited Island, , ,Atoll Council
LD0797,Lhaviyani,Innahuraa,N,އިންނަހުރާ,"73° 39' 14.643"" E","5° 21' 0.416"" N",12.228222,Tourism Island,Tourism,Resort,MoT
LD0809,Lhaviyani,Bodufaahuraa,N,ބޮޑުފާހުރާ,"73° 39' 24.675"" E","5° 19' 57.070"" N",0.328314,Uninhabited Island, , ,MoFMRA
LD0860,Lhaviyani,Masleggihuraa,N,މަސްލެއްގިހުރާ,"73° 30' 2.986"" E","5° 32' 37.364"" N",1.191154,Uninhabited Island, , ,MoFMRA
LD0879,Lhaviyani,Thilamaafushi,N,ތިލަމާފުށި,"73° 35' 13.436"" E","5° 16' 23.718"" N",10.686956,Tourism Island,Tourism,Resort,MoT
LD0963,Lhaviyani,Boamandhipparu Huraagan'du,N,ބޯމަންދިއްޕަރު ހުރާގަނޑު,"73° 30' 38.012"" E","5° 29' 53.765"" N",0.808733,Uninhabited Island, , ,MoFMRA
LD0980,Lhaviyani,Huravalhi,N,ހުރަވަޅި,"73° 26' 29.258"" E","5° 31' 16.190"" N",9.274345,Tourism Island,Tourism,Resort,MoT
LD1013,Lhaviyani,Gaaerifaru,N,ގާއެރިފަރު,"73° 24' 12.564"" E","5° 29' 7.602"" N",3.421922,Uninhabited Island, , ,MoFMRA
LD1020,Lhaviyani,Fushifaru,N,ފުށިފަރު,"73° 30' 54.823"" E","5° 29' 28.354"" N",5.203138,Uninhabited Island,Tourism,Resort,MoFMRA
LD1028,Lhaviyani,Dhashugirifinolhu,N,ދަށުގިރިފިނޮޅު,"73° 25' 30.035"" E","5° 25' 18.179"" N",0.035467,Uninhabited Island, , ,MoECCT
LD1107,Lhaviyani,Komandoo,N,ކޮމަންޑޫ,"73° 25' 27.470"" E","5° 29' 36.082"" N",5.038144,Tourism Island,Tourism,Resort,MoT
LD1109,Lhaviyani, ,N, ,"73° 21' 12.147"" E","5° 22' 16.977"" N",0.190559,Uninhabited Island, , , 
LD1136,Lhaviyani,Dhihdhoo,N,ދިއްދޫ,"73° 22' 56.702"" E","5° 22' 34.311"" N",13.186313,Uninhabited Island, , ,MoNPHI
LD1179,Lhaviyani,Lhossalafushi,N,ޅޮއްސަލަފުށި,"73° 28' 59.360"" E","5° 18' 27.150"" N",28.181335,Uninhabited Island,Tourism,Luxury Villa,MoT
LD1190,Lhaviyani,Ookolhufinolhu,N,އޫކޮޅުފިނޮޅު,"73° 37' 22.193"" E","5° 16' 55.614"" N",10.951528,Tourism Island,Tourism,Resort,MoT
LD1241,Lhaviyani, ,N, ,"73° 21' 6.187"" E","5° 24' 27.532"" N",0.030607,Uninhabited Island, , , 
LD1242,Lhaviyani, ,N, ,"73° 29' 1.997"" E","5° 33' 26.283"" N",0.014589,Uninhabited Island, , , 
LD1249,Lhaviyani,Veligan'du,N,ވެލިގަނޑު,"73° 26' 16.099"" E","5° 31' 42.934"" N",1.479462,Uninhabited Island, , ,MoFMRA
LD1252,Lhaviyani, ,N, ,"73° 23' 30.211"" E","5° 22' 36.222"" N",0.379525,Uninhabited Island, , , 
LD1253,Lhaviyani, ,N, ,"73° 23' 23.727"" E","5° 22' 36.173"" N",0.09873,Uninhabited Island, , , 
LD1255,Lhaviyani, ,N, ,"73° 22' 26.751"" E","5° 22' 31.889"" N",0.069394,Uninhabited Island, , , 
LD1256,Lhaviyani, ,N, ,"73° 22' 19.272"" E","5° 22' 28.817"" N",0.262662,Uninhabited Island, , , 
LD1261,Lhaviyani, ,N, ,"73° 21' 17.913"" E","5° 22' 19.820"" N",0.139971,Uninhabited Island, , , 
LD1262,Lhaviyani, ,N, ,"73° 25' 8.596"" E","5° 22' 4.521"" N",0.032102,Uninhabited Island, , , 
LD1267,Lhaviyani,Faadhoohuraagan'du,N,ފާދޫހުރާގަނޑު,"73° 37' 10.570"" E","5° 26' 9.328"" N",0.533495,Uninhabited Island, , ,MoFMRA
LD1266,Lhaviyani, ,N, ,"73° 38' 31.678"" E","5° 18' 55.697"" N",0.09096,Uninhabited Island, , , 
LD1268,Lhaviyani, ,N, ,"73° 25' 32.772"" E","5° 29' 53.611"" N",0.623333,Uninhabited Island, , , 
LD0737,Lhaviyani,Madhiriguraidhoo,N,މަދިރިގުރައިދޫ,"73° 33' 34.023"" E","5° 28' 10.874"" N",23.000983,Tourism Island,Tourism,Resort,MoT
LD0812,Lhaviyani,Medha Adihuraa,N,މެދައަޑިހުރާ,"73° 30' 9.704"" E","5° 32' 26.840"" N",3.171275,Tourism Island,Tourism, ,MoT
LD0837,Lhaviyani,Kudadhoo,N,ކުޑަދޫ,"73° 26' 0.830"" E","5° 30' 10.425"" N",2.831308,Tourism Island,Tourism,Resort,MoT
LD1178,Lhaviyani,Kanifushi,N,ކަނިފުށި,"73° 20' 22.482"" E","5° 21' 58.641"" N",36.443182,Tourism Island,Tourism,Resort,MoT
LD1244,Lhaviyani, ,N, ,"73° 29' 48.421"" E","5° 32' 45.489"" N",0.208231,Uninhabited Island, , , 
LD1111,Lhaviyani,Hiriyadhoo,N,ހިރިޔަދޫ,"73° 38' 37.797"" E","5° 24' 44.173"" N",29.110873,Uninhabited Island, , ,MoECCT
LD0547,Lhaviyani,Dhiffushi,N,ދިއްފުށި,"73° 38' 57.840"" E","5° 23' 12.163"" N",15.171667,Uninhabited Island, , ,MoFMRA
LD0626,Lhaviyani,Sehlhifushi,N,ސެއްޅިފުށި,"73° 38' 28.597"" E","5° 25' 17.707"" N",15.607421,Uninhabited Island, , ,MoECCT
LD1101,Lhaviyani,Dhirun'baahuraa,N,ދިރުނބާހުރާ,"73° 39' 30.949"" E","5° 21' 14.295"" N",0.004968,Uninhabited Island, , , 
LD0096,Lhaviyani,Fainuaadhanuhuraa,N,ފައިނުއާދަނުހުރާ,"73° 39' 27.967"" E","5° 21' 30.688"" N",0.092492,Uninhabited Island, ,Varuva,MoFMRA
LD0576,Lhaviyani,Govvaafushi,N,ގޮއްވާފުށި,"73° 39' 30.591"" E","5° 21' 25.766"" N",0.0077,Uninhabited Island, , , 
LD0282,Lhaviyani,Aligau,N,އަލިގައު,"73° 30' 59.617"" E","5° 14' 38.887"" N",1.983244,Industrial Island, , ,MoFMRA
LD1576,Lhaviyani, ,N, ,"73° 39' 2.787"" E","5° 21' 2.407"" N",1.099968,Uninhabited Island, , , 
LD1575,Lhaviyani, ,N, ,"73° 39' 18.266"" E","5° 20' 50.620"" N",0.40484,Uninhabited Island, , , 
LD1574,Lhaviyani, ,N, ,"73° 39' 26.980"" E","5° 20' 38.882"" N",2.388772,Uninhabited Island, , , 
LD1573,Lhaviyani, ,N, ,"73° 37' 25.077"" E","5° 17' 6.800"" N",0.611977,Uninhabited Island, , , 
LD1572,Lhaviyani, ,N, ,"73° 30' 11.010"" E","5° 31' 44.727"" N",0.216563,Uninhabited Island, , , 
LD1571,Lhaviyani, ,N, ,"73° 35' 17.733"" E","5° 16' 33.287"" N",0.946884,Uninhabited Island, , , 
LD1570,Lhaviyani, ,N, ,"73° 35' 24.974"" E","5° 16' 37.478"" N",0.426409,Uninhabited Island, , , 
LD1569,Lhaviyani, ,N, ,"73° 35' 24.623"" E","5° 16' 30.989"" N",0.195507,Uninhabited Island, , , 
LD1568,Lhaviyani, ,N, ,"73° 30' 55.341"" E","5° 29' 36.716"" N",0.125367,Uninhabited Island, , , 
LD1567,Lhaviyani, ,N, ,"73° 26' 10.149"" E","5° 30' 55.830"" N",0.125417,Uninhabited Island, , , 
LD1566,Lhaviyani, ,N, ,"73° 25' 57.204"" E","5° 30' 27.110"" N",0.07912,Uninhabited Island, , , 
LD1565,Lhaviyani, ,N, ,"73° 37' 24.995"" E","5° 17' 36.818"" N",0.300219,Uninhabited Island, , , 
LD1564,Lhaviyani, ,N, ,"73° 38' 15.786"" E","5° 17' 59.706"" N",0.37902,Uninhabited Island, , , 
LD1563,Lhaviyani, ,N, ,"73° 38' 36.480"" E","5° 18' 53.942"" N",0.287391,Uninhabited Island, , , 
LD1562,Lhaviyani, ,N, ,"73° 38' 33.327"" E","5° 18' 44.448"" N",0.182344,Uninhabited Island, , , 
LD0033,Meemu,Gongalihuraa,N,ގޮންގަލިހުރާ,"73° 33' 3.269"" E","2° 51' 14.291"" N",0.438134,Uninhabited Island, ,Varuva,MoFMRA
LD0045,Meemu,Gasveli,N,ގަސްވެލި,"73° 26' 37.664"" E","2° 49' 7.320"" N",7.189246,Tourism Island,Tourism, ,MoT
LD0179,Meemu,Dhiggaru,N,ދިއްގަރު,"73° 33' 54.835"" E","3° 6' 42.793"" N",14.454305,Residential Island, , , 
LD0186,Meemu,Maalhaveli,N,މާޅަވެލި,"73° 34' 44.246"" E","2° 54' 16.397"" N",0.530223,Uninhabited Island, , ,MoFMRA
LD0206,Meemu,Medhufushi,N,މެދުފުށި,"73° 34' 31.970"" E","2° 53' 10.728"" N",10.024737,Tourism Island,Tourism,Resort,MoT
LD0274,Meemu,Gaakurali,N,ގާކުރަލި,"73° 22' 20.350"" E","2° 46' 49.463"" N",13.490571,Industrial Island,Agriculture, ,MoFMRA
LD0289,Meemu,Maahuraa,N,މާހުރާ,"73° 25' 42.062"" E","2° 47' 36.873"" N",4.847474,Uninhabited Island,Agriculture, ,MoFMRA
LD0827,Meemu,Maausfushi,N,މާއުސްފުށި,"73° 25' 55.343"" E","2° 47' 53.632"" N",9.496443,Tourism Island,Tourism, ,MoT
LD0294,Meemu, ,N, ,"73° 22' 9.898"" E","2° 47' 5.719"" N",0.075365,Uninhabited Island, , , 
LD0322,Meemu,Hakuraahuraa,N,ހަކުރާހުރާ,"73° 32' 18.314"" E","2° 51' 17.496"" N",7.259585,Tourism Island,Tourism,Resort,MoT
LD0445,Meemu,Erruhhuraa,N,އެއްރުއްހުރާ,"73° 38' 31.413"" E","3° 4' 12.109"" N",1.010406,Uninhabited Island, , ,MoFMRA
LD0446,Meemu,Muli,Y,މުލި,"73° 34' 51.911"" E","2° 55' 4.969"" N",77.26488,Residential Island, , , 
LD0498,Meemu, ,N, ,"73° 22' 41.327"" E","3° 3' 21.574"" N",0.220431,Uninhabited Island, , , 
LD0523,Meemu,Seedheehuraa,N,ސީދީހުރާ,"73° 33' 23.460"" E","2° 51' 30.170"" N",1.609742,Tourism Island,Tourism, ,MoT
LD0554,Meemu,Boahuraa,N,ބޯހުރާ,"73° 35' 7.846"" E","2° 55' 33.245"" N",1.999513,Tourism Island,Tourism, ,MoT
LD0565,Meemu,Uthurugaseveli,N,އުތުރުގަސެވެލި,"73° 37' 7.607"" E","3° 1' 50.858"" N",1.532966,Tourism Island, , ,MoT
LD0587,Meemu, ,N, ,"73° 22' 4.671"" E","2° 48' 35.040"" N",0.045508,Uninhabited Island, , , 
LD0625,Meemu, ,N, ,"73° 22' 11.033"" E","2° 49' 53.441"" N",0.029252,Uninhabited Island, , , 
LD0659,Meemu,Kekuraalhuveli,N,ކެކުރާޅުވެލި,"73° 27' 30.815"" E","2° 49' 47.982"" N",0.67539,Tourism Island,Tourism, ,MoT
LD0684,Meemu,Dhihthun'di,N,ދިއްތުނޑި,"73° 25' 15.282"" E","2° 45' 58.184"" N",10.124715,Uninhabited Island, , ,Atoll Council
LD0711,Meemu,Kudausfushi,N,ކުޑައުސްފުށި,"73° 26' 0.779"" E","2° 48' 14.970"" N",10.165884,Tourism Island,Tourism,Resort,MoT
LD0764,Meemu,Madifushi,N,މަޑިފުށި,"73° 38' 17.190"" E","3° 4' 52.089"" N",13.266591,Tourism Island,Tourism,Resort,MoT
LD0793,Meemu,Naalaafushi,N,ނާލާފުށި,"73° 34' 38.723"" E","2° 53' 43.308"" N",12.945342,Residential Island, , , 
LD0830,Meemu,Etherefasgan'du,N,އެތެރެފަސްގަނޑު,"73° 25' 4.275"" E","2° 46' 43.925"" N",0.605182,Uninhabited Island, , , 
LD0876,Meemu,Hurasveli,N,ހުރަސްވެލި,"73° 37' 4.392"" E","3° 1' 8.510"" N",0.942755,Tourism Island,Tourism,Resort,MoFMRA
LD0920,Meemu, ,N, ,"73° 22' 40.896"" E","3° 3' 47.515"" N",0.215961,Uninhabited Island, , , 
LD0934,Meemu, ,N, ,"73° 22' 45.203"" E","3° 1' 31.254"" N",0.153259,Uninhabited Island, , , 
LD0967,Meemu, ,N, ,"73° 22' 8.538"" E","2° 47' 13.580"" N",0.134429,Uninhabited Island, , , 
LD0986,Meemu,Uthuruboduveli,N,އުތުރުބޮޑުވެލި,"73° 37' 3.172"" E","3° 1' 33.063"" N",4.42795,Tourism Island,Tourism,Resort,MoT
LD1009,Meemu,Hudhuveli,N,ހުދުވެލި,"73° 37' 10.370"" E","3° 2' 10.966"" N",0.113584,Uninhabited Island, , , 
LD1059,Meemu, ,N, ,"73° 22' 9.543"" E","2° 47' 23.558"" N",0.119238,Uninhabited Island, , , 
LD1067,Meemu, ,N, ,"73° 34' 14.780"" E","2° 54' 13.676"" N",0.611643,Uninhabited Island, , , 
LD1072,Meemu,Thuvaru,N,ތުވަރު,"73° 22' 45.887"" E","2° 53' 54.236"" N",14.104491,Industrial Island,Agriculture, ,MoFMRA
LD1108,Meemu,Bodukan'duhuraa,N,ބޮޑުކަނޑުހުރާ,"73° 22' 8.777"" E","2° 49' 29.600"" N",0.377214,Uninhabited Island, , , 
LD1110,Meemu,Vannanerufasgan'du,N,ވަންނަނެރުފަސްގަނޑު,"73° 24' 36.798"" E","2° 46' 51.191"" N",0.440182,Uninhabited Island, , , 
LD1112,Meemu,Dhekunuboduveli,N,ދެކުނުބޮޑުވެލި,"73° 27' 8.043"" E","2° 49' 33.001"" N",5.465303,Tourism Island,Tourism,Resort,MoT
LD1116,Meemu, ,N, ,"73° 22' 9.244"" E","2° 49' 44.528"" N",0.04211,Uninhabited Island, , , 
LD1150,Meemu,Raaban'dhihuraa,N,ރާބަނދިހުރާ,"73° 23' 20.029"" E","3° 5' 31.018"" N",1.354704,Uninhabited Island, , ,Atoll Council
LD1166,Meemu,Maduvvari,N,މަޑުއްވަރި,"73° 34' 23.090"" E","3° 6' 17.519"" N",12.121939,Residential Island, , , 
LD1167,Meemu,Veyvah,N,ވޭވަށް,"73° 35' 59.573"" E","2° 57' 22.624"" N",42.069185,Residential Island, , , 
LD1199,Meemu,Kuradhigan'du,N,ކުރަދިގަނޑު,"73° 22' 20.942"" E","2° 46' 26.927"" N",0.824179,Uninhabited Island, , , 
LD1372,Meemu, ,N, ,"73° 37' 34.891"" E","3° 5' 25.494"" N",0.057618,Uninhabited Island, , , 
LD1379,Meemu, ,N, ,"73° 22' 14.266"" E","2° 46' 47.971"" N",0.266478,Uninhabited Island, , , 
LD1471,Meemu,Fenfuraaveli,N,ފެންފުރާވެލި,"73° 25' 37.118"" E","2° 47' 17.061"" N",19.471817,Industrial Island,Agriculture, ,MoFMRA
LD0437,Meemu,Seedheehuraaveligan'du,N,ސީދީހުރާވެލިގަނޑު,"73° 33' 16.375"" E","2° 51' 37.201"" N",2.081387,Tourism Island,Tourism, ,MoT
LD1625,Meemu, ,N, ,"73° 37' 13.057"" E","3° 2' 8.019"" N",0.431233,Uninhabited Island, , , 
LD1466,Meemu,Thuvaru Uthuruhuraa,N,ތުވަރުއުތުރުހުރާ,"73° 22' 36.375"" E","2° 56' 48.136"" N",0.240733,Uninhabited Island, , , 
LD0061,Meemu,Kolhufushi,N,ކޮޅުފުށި,"73° 25' 27.531"" E","2° 46' 37.106"" N",64.590007,Residential Island, , , 
LD0064,Meemu,Kakaahuraa,N,ކަކާހުރާ,"73° 32' 6.389"" E","2° 51' 9.763"" N",3.540362,Uninhabited Island, , ,Atoll Council
LD0531,Meemu,Mulah,N,މުލައް,"73° 35' 3.824"" E","2° 56' 47.765"" N",68.333346,Residential Island, , , 
LD0786,Meemu,Raiymandhoo,N,ރަތްމަންދޫ,"73° 38' 20.802"" E","3° 5' 21.872"" N",28.387081,Residential Island, , , 
LD1638,Meemu, ,N, ,"73° 25' 7.585"" E","2° 46' 47.659"" N",0.236986,Uninhabited Island, , , 
LD1637,Meemu, ,N, ,"73° 37' 6.794"" E","3° 2' 1.749"" N",0.021695,Uninhabited Island, , , 
LD1636,Meemu, ,N, ,"73° 38' 51.507"" E","3° 4' 45.239"" N",0.078328,Uninhabited Island, , , 
LD1635,Meemu, ,N, ,"73° 38' 5.556"" E","3° 5' 1.942"" N",0.054659,Uninhabited Island, , , 
LD1634,Meemu, ,N, ,"73° 38' 7.375"" E","3° 5' 2.651"" N",0.033381,Uninhabited Island, , , 
LD1633,Meemu, ,N, ,"73° 38' 12.588"" E","3° 5' 2.126"" N",0.072696,Uninhabited Island, , , 
LD1632,Meemu, ,N, ,"73° 37' 12.777"" E","3° 5' 27.426"" N",0.129,Uninhabited Island, , , 
LD1631,Meemu, ,N, ,"73° 37' 39.469"" E","3° 4' 53.319"" N",0.564747,Uninhabited Island, , , 
LD1630,Meemu, ,N, ,"73° 37' 24.468"" E","3° 4' 50.968"" N",0.348916,Uninhabited Island, , , 
LD1629,Meemu, ,N, ,"73° 37' 21.324"" E","3° 5' 46.705"" N",0.156129,Uninhabited Island, , , 
LD1628,Meemu, ,N, ,"73° 34' 53.597"" E","3° 6' 15.691"" N",0.547387,Uninhabited Island, , , 
LD1627,Meemu, ,N, ,"73° 27' 32.861"" E","2° 49' 53.912"" N",0.062197,Uninhabited Island, , , 
LD1626,Meemu, ,N, ,"73° 27' 39.177"" E","2° 49' 55.376"" N",0.063495,Uninhabited Island, , , 
LD0892,Meemu, ,N, ,"73° 22' 43.643"" E","2° 59' 22.985"" N",0.147651,Uninhabited Island, , , 
LD0176,Meemu, ,N, ,"73° 22' 46.863"" E","3° 1' 8.421"" N",0.057791,Uninhabited Island, , , 
LD1460,Meemu, ,N, ,"73° 22' 48.803"" E","3° 1' 9.600"" N",0.017357,Uninhabited Island, , , 
LD0002,Noonu,Maavelavaru,N,މާވެލަވަރު,"73° 10' 17.008"" E","5° 48' 20.517"" N",47.063446,Tourism Island,Tourism,Resort,MoT
LD0088,Noonu,Medhufaru,N,މެދުފަރު,"73° 24' 51.873"" E","5° 42' 48.709"" N",51.573257,Tourism Island,Tourism,Resort,MoT
LD0091,Noonu,Goan'bilivaadhoo,N,ގޯނބިލިވާދޫ,"73° 23' 14.781"" E","5° 49' 21.872"" N",13.91391,Uninhabited Island,Agriculture, ,MoFMRA
LD0092,Noonu,Orivarukudarah,N,އޮރިވަރުކުޑަރަށް,"73° 17' 37.109"" E","5° 48' 3.631"" N",0.028763,Uninhabited Island, , ,Atoll Council
LD0123,Noonu,Fohdhipparu,N,ފޮއްދިއްޕަރު,"73° 12' 30.154"" E","5° 45' 13.040"" N",1.575476,Uninhabited Island, , ,MoECCT
LD0133,Noonu,Karinma,N,ކަރިންމަ,"73° 22' 21.469"" E","5° 39' 31.280"" N",0.204729,Uninhabited Island, ,Varuva,MoFMRA
LD0140,Noonu,Kunnamalei,N,ކުންނަމަލެއި,"73° 8' 0.600"" E","5° 57' 10.684"" N",9.117739,Tourism Island,Tourism,Resort,MoT
LD0169,Noonu,Fushivelavaru,N,ފުށިވެލަވަރު,"73° 12' 33.679"" E","5° 49' 51.867"" N",20.606847,Tourism Island,Tourism,Resort,MoT
LD0177,Noonu,Farumuli,N,ފަރުމުލި,"73° 28' 31.188"" E","5° 51' 52.953"" N",0.405758,Uninhabited Island, , ,Atoll Council
LD0191,Noonu,Landhoo,N,ލަންދޫ,"73° 27' 58.154"" E","5° 52' 54.493"" N",87.209419,Residential Island, , , 
LD0203,Noonu,Maalhendhoo,N,މާޅެންދޫ,"73° 27' 21.930"" E","5° 54' 8.493"" N",46.960848,Residential Island, , , 
LD0213,Noonu,Dheefuram,N,ދީފުރަމް,"73° 19' 7.526"" E","5° 53' 15.882"" N",2.377818,Uninhabited Island, ,Varuva,MoFMRA
LD0238,Noonu, ,N, ,"73° 22' 39.298"" E","5° 39' 39.207"" N",0.766869,Uninhabited Island, , , 
LD0249,Noonu,Orivaru,N,އޮރިވަރު,"73° 17' 51.781"" E","5° 48' 7.635"" N",14.735512,Tourism Island,Tourism,Resort,MoT
LD0271,Noonu,Vavathi,N,ވަވަތި,"73° 13' 38.715"" E","5° 47' 47.021"" N",19.416668,Industrial Island,Agriculture, ,MoFMRA
LD0284,Noonu,Kudafushi,N,ކުޑަފުށި,"73° 24' 47.065"" E","5° 42' 9.941"" N",0.346564,Industrial Island,Agriculture, ,MoFMRA
LD0327,Noonu,Karinmavattaru,N,ކަރިންމަވައްޓަރު,"73° 23' 12.772"" E","5° 40' 11.282"" N",43.832388,Uninhabited Island, , ,MoFMRA
LD0332,Noonu,Fodhdhoo,N,ފޮއްދޫ,"73° 12' 57.425"" E","5° 44' 37.684"" N",26.177042,Residential Island, , , 
LD0335,Noonu,Ekulhivaru,N,އެކުޅިވަރު,"73° 18' 24.776"" E","5° 56' 59.798"" N",20.295588,Tourism Island,Tourism,Resort,MoT
LD0387,Noonu,Kedhivaru,N,ކެދިވަރު,"73° 20' 10.811"" E","5° 51' 7.737"" N",17.030559,Uninhabited Island, , ,MoFMRA
